RMD_desc,RMD,JPS_desc,JPS,JPA_desc,JPA,JF,density_t_m3,RDI,youngs_GPa,UCS_MPa,HF,rock_factor_A
massive,50,0.1m_to_oversize,20,dip_into_face,40,60,2.35,8.75,14.9,43.8,4.97,7.423
blocky_jointed,70,oversize_to_pattern,50,dip_out_of_face,20,70,2.7,17.5,23.8,77.0,7.93,9.926
blocky_jointed,60,0.1m_to_oversize,20,dip_into_face,40,60,2.72,18.0,22.7,105.8,7.57,8.734
blocky_jointed,50,0.1m_to_oversize,20,strike_perpendicular,30,50,2.97,24.25,64.3,32.0,6.4,7.839
massive,50,oversize_to_pattern,50,strike_perpendicular,30,80,2.27,6.75,17.6,176.0,5.87,8.557
blocky_jointed,60,0.1m_to_oversize,20,dip_into_face,40,60,3.05,26.25,87.2,158.6,31.72,10.678
powdery_friable,10,0.1m_to_oversize,20,dip_out_of_face,20,40,2.78,19.5,21.3,100.5,7.1,4.596
massive,50,oversize_to_pattern,50,dip_into_face,40,90,2.59,14.75,57.6,235.7,47.14,12.113
blocky_jointed,80,oversize_to_pattern,50,strike_perpendicular,30,80,2.84,21.0,36.3,49.4,12.1,11.586
massive,50,oversize_to_pattern,50,dip_into_face,40,90,3.11,27.75,17.5,174.2,5.83,10.415
massive,50,0.1m_to_oversize,20,dip_out_of_face,20,40,2.56,14.0,24.4,69.3,8.13,6.728
blocky_jointed,30,<0.1m,10,dip_out_of_face,20,30,3.2,30.0,22.4,88.0,7.47,5.848
powdery_friable,10,oversize_to_pattern,50,dip_into_face,40,90,3.04,26.0,80.7,28.7,5.74,7.904
blocky_jointed,70,oversize_to_pattern,50,dip_out_of_face,20,70,2.8,20.0,22.3,61.6,7.43,10.046
massive,50,oversize_to_pattern,50,dip_out_of_face,20,70,2.92,23.0,13.5,103.8,4.5,8.85
massive,50,<0.1m,10,strike_perpendicular,30,40,2.81,20.25,70.2,200.3,40.06,9.019
powdery_friable,10,oversize_to_pattern,50,dip_out_of_face,20,70,2.51,12.75,74.7,127.9,25.58,7.1
powdery_friable,10,0.1m_to_oversize,20,dip_into_face,40,60,3.15,28.75,88.8,126.2,25.24,7.439
blocky_jointed,60,0.1m_to_oversize,20,dip_into_face,40,60,2.73,18.25,87.3,207.9,41.58,10.79
massive,50,<0.1m,10,strike_perpendicular,30,40,2.25,6.25,48.4,105.4,16.13,6.743
powdery_friable,10,oversize_to_pattern,50,dip_into_face,40,90,3.05,26.25,32.8,195.5,10.93,8.231
blocky_jointed,60,0.1m_to_oversize,20,dip_into_face,40,60,2.35,8.75,45.0,237.7,15.0,8.625
powdery_friable,10,0.1m_to_oversize,20,strike_perpendicular,30,50,3.13,28.25,43.2,111.2,14.4,6.159
blocky_jointed,40,<0.1m,10,strike_perpendicular,30,40,3.19,29.75,40.0,26.5,13.33,7.385
powdery_friable,10,oversize_to_pattern,50,dip_into_face,40,90,2.54,13.5,21.7,28.8,7.23,7.244
blocky_jointed,70,oversize_to_pattern,50,dip_out_of_face,20,70,2.96,24.0,47.5,161.5,15.83,10.79
powdery_friable,10,<0.1m,10,strike_perpendicular,30,40,2.42,10.5,22.0,236.3,7.33,4.07
massive,50,oversize_to_pattern,50,strike_perpendicular,30,80,2.31,7.75,33.0,89.3,11.0,8.925
powdery_friable,10,<0.1m,10,strike_perpendicular,30,40,2.84,21.0,59.8,34.4,6.88,4.673
blocky_jointed,90,oversize_to_pattern,50,dip_into_face,40,90,2.22,5.5,51.2,75.6,15.12,12.037
powdery_friable,10,0.1m_to_oversize,20,strike_perpendicular,30,50,2.2,5.0,38.2,151.3,12.73,4.664
powdery_friable,10,oversize_to_pattern,50,dip_into_face,40,90,2.29,7.25,88.0,35.6,7.12,6.862
massive,50,oversize_to_pattern,50,dip_into_face,40,90,2.99,24.75,50.6,24.7,4.94,10.181
blocky_jointed,50,<0.1m,10,dip_into_face,40,50,2.59,14.75,39.9,191.9,13.3,7.683
blocky_jointed,40,<0.1m,10,strike_perpendicular,30,40,2.44,11.0,62.6,43.8,8.76,5.986
massive,50,oversize_to_pattern,50,strike_perpendicular,30,80,2.33,8.25,38.2,97.9,12.73,9.059
massive,50,<0.1m,10,dip_into_face,40,50,2.66,16.5,65.6,165.3,33.06,8.974
powdery_friable,10,<0.1m,10,dip_into_face,40,50,2.98,24.5,46.6,87.5,15.53,6.002
powdery_friable,10,<0.1m,10,dip_out_of_face,20,30,2.52,13.0,34.8,111.6,11.6,3.876
massive,50,0.1m_to_oversize,20,strike_perpendicular,30,50,2.24,6.0,61.8,85.8,17.16,7.39
powdery_friable,10,oversize_to_pattern,50,strike_perpendicular,30,80,2.47,11.75,73.9,120.5,24.1,7.551
blocky_jointed,80,oversize_to_pattern,50,strike_perpendicular,30,80,3.09,27.25,40.9,244.0,13.63,12.053
blocky_jointed,80,oversize_to_pattern,50,strike_perpendicular,30,80,2.57,14.25,73.8,81.3,16.26,11.431
powdery_friable,10,oversize_to_pattern,50,strike_perpendicular,30,80,2.28,7.0,58.2,209.1,41.82,8.329
massive,50,0.1m_to_oversize,20,strike_perpendicular,30,50,2.3,7.5,36.2,88.0,12.07,7.174
blocky_jointed,90,oversize_to_pattern,50,dip_into_face,40,90,2.63,15.75,65.2,100.9,20.18,12.956
powdery_friable,10,oversize_to_pattern,50,strike_perpendicular,30,80,2.81,20.25,44.8,167.1,14.93,7.511
powdery_friable,10,<0.1m,10,dip_into_face,40,50,2.84,21.0,39.1,204.3,13.03,5.642
massive,50,<0.1m,10,dip_out_of_face,20,30,2.34,8.5,58.6,199.7,39.94,7.706
powdery_friable,10,<0.1m,10,dip_out_of_face,20,30,2.44,11.0,61.6,103.3,20.66,4.3
massive,50,<0.1m,10,dip_into_face,40,50,2.35,8.75,46.0,105.3,15.33,7.445
blocky_jointed,50,<0.1m,10,dip_into_face,40,50,2.34,8.5,39.4,92.3,13.13,7.298
blocky_jointed,30,<0.1m,10,dip_out_of_face,20,30,2.23,5.75,24.9,139.1,8.3,4.443
massive,50,<0.1m,10,strike_perpendicular,30,40,2.97,24.25,66.3,69.4,13.88,7.688
massive,50,0.1m_to_oversize,20,dip_into_face,40,60,3.12,28.0,49.3,48.2,16.43,9.266
powdery_friable,10,0.1m_to_oversize,20,dip_out_of_face,20,40,3.1,27.5,45.6,40.2,15.2,5.562
massive,50,0.1m_to_oversize,20,dip_into_face,40,60,2.55,13.75,15.2,144.7,5.07,7.729
blocky_jointed,50,<0.1m,10,dip_into_face,40,50,2.91,22.75,66.0,60.0,12.0,8.085
blocky_jointed,70,oversize_to_pattern,50,dip_out_of_face,20,70,2.32,8.0,26.1,51.9,8.7,9.402
blocky_jointed,40,<0.1m,10,strike_perpendicular,30,40,2.75,18.75,39.5,204.8,13.17,6.715
massive,50,<0.1m,10,dip_into_face,40,50,3.08,27.0,15.3,111.6,5.1,7.926
massive,50,oversize_to_pattern,50,strike_perpendicular,30,80,2.73,18.25,71.5,209.4,41.88,11.408
powdery_friable,10,<0.1m,10,strike_perpendicular,30,40,2.84,21.0,46.0,176.4,15.33,5.18
blocky_jointed,50,<0.1m,10,dip_into_face,40,50,2.84,21.0,24.6,242.2,8.2,7.752
blocky_jointed,70,oversize_to_pattern,50,dip_out_of_face,20,70,3.03,25.75,51.4,89.9,17.98,11.024
powdery_friable,10,0.1m_to_oversize,20,dip_into_face,40,60,2.43,10.75,85.8,139.3,27.86,6.517
blocky_jointed,40,<0.1m,10,strike_perpendicular,30,40,2.4,10.0,86.5,83.1,16.62,6.397
massive,50,0.1m_to_oversize,20,dip_into_face,40,60,2.73,18.25,50.2,58.8,11.76,8.401
massive,50,<0.1m,10,dip_out_of_face,20,30,2.86,21.5,67.7,159.2,31.84,8.0
massive,50,<0.1m,10,dip_out_of_face,20,30,2.28,7.0,85.9,197.3,39.46,7.588
blocky_jointed,70,oversize_to_pattern,50,dip_out_of_face,20,70,2.97,24.25,43.3,167.0,14.43,10.721
blocky_jointed,90,oversize_to_pattern,50,dip_into_face,40,90,2.49,12.25,86.5,131.1,26.22,13.108
massive,50,0.1m_to_oversize,20,strike_perpendicular,30,50,2.65,16.25,65.1,56.4,11.28,7.652
blocky_jointed,50,0.1m_to_oversize,20,strike_perpendicular,30,50,2.4,10.0,58.5,91.9,18.38,7.703
massive,50,0.1m_to_oversize,20,dip_into_face,40,60,3.19,29.75,37.6,111.7,12.53,9.137
blocky_jointed,90,oversize_to_pattern,50,dip_into_face,40,90,2.31,7.75,29.3,48.2,9.77,11.851
blocky_jointed,30,<0.1m,10,dip_out_of_face,20,30,2.3,7.5,33.2,108.4,11.07,4.714
massive,50,0.1m_to_oversize,20,dip_out_of_face,20,40,3.16,29.0,82.2,207.1,41.42,9.625
massive,50,oversize_to_pattern,50,strike_perpendicular,30,80,2.39,9.75,22.7,249.1,7.57,8.839
blocky_jointed,50,0.1m_to_oversize,20,strike_perpendicular,30,50,2.7,17.5,17.2,110.4,5.73,7.394
blocky_jointed,30,<0.1m,10,dip_out_of_face,20,30,2.78,19.5,13.9,84.7,4.63,5.048
massive,50,oversize_to_pattern,50,dip_into_face,40,90,2.67,16.75,52.9,214.8,42.96,11.983
blocky_jointed,40,<0.1m,10,strike_perpendicular,30,40,2.93,23.25,71.1,104.2,20.84,7.445
blocky_jointed,50,<0.1m,10,dip_into_face,40,50,2.76,19.0,39.0,86.4,13.0,7.92
blocky_jointed,80,oversize_to_pattern,50,strike_perpendicular,30,80,2.96,24.0,32.4,247.5,10.8,11.688
massive,50,oversize_to_pattern,50,dip_out_of_face,20,70,2.33,8.25,17.7,105.8,5.9,8.049
blocky_jointed,80,oversize_to_pattern,50,strike_perpendicular,30,80,2.95,23.75,25.9,137.1,8.63,11.543
massive,50,<0.1m,10,dip_out_of_face,20,30,2.24,6.0,67.1,204.9,40.98,7.619
massive,50,0.1m_to_oversize,20,dip_out_of_face,20,40,2.81,20.25,51.2,95.4,19.08,7.76
massive,50,0.1m_to_oversize,20,dip_out_of_face,20,40,2.59,14.75,59.3,213.8,42.76,8.851
massive,50,0.1m_to_oversize,20,dip_into_face,40,60,3.03,25.75,52.6,183.0,36.6,10.341
blocky_jointed,40,0.1m_to_oversize,20,dip_out_of_face,20,40,2.57,14.25,63.9,245.4,49.08,8.6
massive,50,0.1m_to_oversize,20,dip_into_face,40,60,3.07,26.75,60.3,157.3,31.46,10.093
blocky_jointed,90,oversize_to_pattern,50,dip_into_face,40,90,2.78,19.5,67.7,154.2,30.84,13.82
powdery_friable,10,oversize_to_pattern,50,dip_into_face,40,90,2.92,23.0,72.0,107.4,21.48,8.669
massive,50,<0.1m,10,dip_out_of_face,20,30,2.77,19.25,66.0,63.9,12.78,6.722
blocky_jointed,50,0.1m_to_oversize,20,strike_perpendicular,30,50,2.35,8.75,65.2,114.4,22.88,7.898
massive,50,0.1m_to_oversize,20,dip_into_face,40,60,2.93,23.25,66.5,139.3,27.86,9.667
massive,50,0.1m_to_oversize,20,dip_into_face,40,60,2.68,17.0,40.1,240.0,13.37,8.422
blocky_jointed,80,oversize_to_pattern,50,strike_perpendicular,30,80,2.75,18.75,64.1,219.6,43.92,13.36
massive,50,oversize_to_pattern,50,dip_into_face,40,90,2.46,11.5,48.7,240.2,16.23,10.064
blocky_jointed,80,oversize_to_pattern,50,strike_perpendicular,30,80,2.42,10.5,87.8,88.5,17.7,11.292
blocky_jointed,70,oversize_to_pattern,50,dip_out_of_face,20,70,2.89,22.25,49.1,130.4,16.37,10.717
massive,50,oversize_to_pattern,50,strike_perpendicular,30,80,2.49,12.25,55.9,144.9,28.98,10.274
blocky_jointed,40,0.1m_to_oversize,20,dip_out_of_face,20,40,2.49,12.25,33.0,184.3,11.0,6.195
blocky_jointed,60,0.1m_to_oversize,20,dip_into_face,40,60,2.46,11.5,48.3,66.5,16.1,8.856
massive,50,0.1m_to_oversize,20,dip_into_face,40,60,2.9,22.5,21.0,161.6,7.0,8.37
massive,50,<0.1m,10,dip_out_of_face,20,30,2.25,6.25,82.4,71.9,14.38,6.038
powdery_friable,10,<0.1m,10,dip_out_of_face,20,30,2.61,15.25,67.4,43.1,8.62,3.832
powdery_friable,10,<0.1m,10,dip_into_face,40,50,3.18,29.5,22.6,170.2,7.53,5.822
blocky_jointed,60,0.1m_to_oversize,20,dip_into_face,40,60,2.4,10.0,87.1,93.9,18.78,8.927
massive,50,<0.1m,10,dip_out_of_face,20,30,2.85,21.25,28.6,189.9,9.53,6.647
powdery_friable,10,<0.1m,10,strike_perpendicular,30,40,3.08,27.0,24.1,231.5,8.03,5.102
blocky_jointed,40,0.1m_to_oversize,20,dip_out_of_face,20,40,3.14,28.5,87.0,233.0,46.6,9.306
powdery_friable,10,<0.1m,10,strike_perpendicular,30,40,2.77,19.25,18.6,246.1,6.2,4.527
blocky_jointed,60,0.1m_to_oversize,20,dip_into_face,40,60,2.74,18.5,49.5,235.9,16.5,9.3
massive,50,0.1m_to_oversize,20,strike_perpendicular,30,50,2.39,9.75,19.0,57.4,6.33,6.965
blocky_jointed,80,oversize_to_pattern,50,strike_perpendicular,30,80,2.92,23.0,11.1,97.5,3.7,11.202
blocky_jointed,90,oversize_to_pattern,50,dip_into_face,40,90,2.96,24.0,24.0,216.9,8.0,12.72
blocky_jointed,60,0.1m_to_oversize,20,dip_into_face,40,60,2.53,13.25,42.1,41.9,14.03,8.837
powdery_friable,10,0.1m_to_oversize,20,strike_perpendicular,30,50,3.14,28.5,10.5,108.2,3.5,5.52
blocky_jointed,50,0.1m_to_oversize,20,strike_perpendicular,30,50,2.5,12.5,67.8,22.6,4.52,7.021
massive,50,0.1m_to_oversize,20,dip_into_face,40,60,2.44,11.0,63.4,127.0,25.4,8.784
powdery_friable,10,0.1m_to_oversize,20,dip_into_face,40,60,2.7,17.5,81.6,181.8,36.36,7.432
blocky_jointed,70,oversize_to_pattern,50,dip_out_of_face,20,70,2.84,21.0,85.3,104.5,20.9,10.914
powdery_friable,10,<0.1m,10,dip_out_of_face,20,30,2.68,17.0,46.4,247.4,15.47,4.348
blocky_jointed,60,0.1m_to_oversize,20,dip_into_face,40,60,2.75,18.75,47.7,143.6,15.9,9.279
massive,50,<0.1m,10,dip_out_of_face,20,30,2.88,22.0,57.7,201.1,40.22,8.533
massive,50,0.1m_to_oversize,20,dip_into_face,40,60,2.9,22.5,16.2,149.8,5.4,8.274
powdery_friable,10,oversize_to_pattern,50,dip_into_face,40,90,2.4,10.0,52.9,57.8,11.56,7.294
massive,50,0.1m_to_oversize,20,dip_out_of_face,20,40,2.88,22.0,67.4,132.4,26.48,8.309
massive,50,0.1m_to_oversize,20,dip_out_of_face,20,40,2.65,16.25,51.1,125.1,25.02,7.876
powdery_friable,10,oversize_to_pattern,50,strike_perpendicular,30,80,2.87,21.75,34.7,25.0,11.57,7.399
blocky_jointed,50,<0.1m,10,dip_into_face,40,50,2.42,10.5,15.8,117.5,5.27,6.946
massive,50,<0.1m,10,dip_into_face,40,50,3.19,29.75,84.8,35.9,7.18,8.216
blocky_jointed,40,<0.1m,10,strike_perpendicular,30,40,2.61,15.25,71.5,196.1,39.22,8.068
massive,50,oversize_to_pattern,50,strike_perpendicular,30,80,2.57,14.25,81.3,123.2,24.64,10.133
blocky_jointed,40,0.1m_to_oversize,20,dip_out_of_face,20,40,2.88,22.0,62.9,144.0,28.8,7.848
massive,50,0.1m_to_oversize,20,dip_out_of_face,20,40,2.38,9.5,53.0,141.6,28.32,7.669
massive,50,<0.1m,10,dip_out_of_face,20,30,2.96,24.0,88.3,126.5,25.3,7.758
massive,50,oversize_to_pattern,50,strike_perpendicular,30,80,2.73,18.25,75.9,76.9,15.38,9.818
blocky_jointed,40,<0.1m,10,strike_perpendicular,30,40,2.39,9.75,80.0,196.1,39.22,7.738
powdery_friable,10,oversize_to_pattern,50,strike_perpendicular,30,80,2.81,20.25,84.9,224.5,44.9,9.309
powdery_friable,10,<0.1m,10,dip_out_of_face,20,30,2.3,7.5,12.7,157.5,4.23,3.104
massive,50,<0.1m,10,dip_out_of_face,20,30,2.94,23.5,42.2,73.9,14.07,7.054
powdery_friable,10,<0.1m,10,dip_out_of_face,20,30,2.7,17.5,33.1,207.6,11.03,4.112
massive,50,oversize_to_pattern,50,strike_perpendicular,30,80,2.78,19.5,71.8,208.2,41.64,11.468
powdery_friable,10,0.1m_to_oversize,20,dip_out_of_face,20,40,3.19,29.75,51.7,115.1,23.02,6.166
blocky_jointed,50,<0.1m,10,dip_into_face,40,50,3.15,28.75,80.4,229.7,45.94,10.481
massive,50,oversize_to_pattern,50,strike_perpendicular,30,80,2.76,19.0,13.8,99.2,4.6,9.216
massive,50,oversize_to_pattern,50,strike_perpendicular,30,80,2.99,24.75,35.5,115.8,11.83,9.995
powdery_friable,10,0.1m_to_oversize,20,strike_perpendicular,30,50,2.38,9.5,53.0,75.4,15.08,5.075
powdery_friable,10,0.1m_to_oversize,20,dip_into_face,40,60,2.34,8.5,47.0,33.3,15.67,5.65
blocky_jointed,60,0.1m_to_oversize,20,dip_into_face,40,60,2.73,18.25,41.1,78.6,13.7,9.117
blocky_jointed,70,oversize_to_pattern,50,dip_out_of_face,20,70,3.12,28.0,77.8,41.3,8.26,10.576
massive,50,<0.1m,10,dip_out_of_face,20,30,2.47,11.75,63.9,158.7,31.74,7.409
powdery_friable,10,<0.1m,10,dip_into_face,40,50,2.92,23.0,54.7,130.3,26.06,6.544
blocky_jointed,40,0.1m_to_oversize,20,dip_out_of_face,20,40,2.41,10.25,25.2,190.5,8.4,5.919
massive,50,0.1m_to_oversize,20,dip_out_of_face,20,40,2.9,22.5,66.3,111.2,22.24,8.084
powdery_friable,10,oversize_to_pattern,50,strike_perpendicular,30,80,2.98,24.5,40.5,142.7,13.5,7.68
blocky_jointed,50,0.1m_to_oversize,20,strike_perpendicular,30,50,2.56,14.0,80.6,127.2,25.44,8.366
massive,50,0.1m_to_oversize,20,strike_perpendicular,30,50,3.11,27.75,39.7,115.2,13.23,8.459
massive,50,<0.1m,10,dip_into_face,40,50,2.35,8.75,30.9,235.0,10.3,7.143
massive,50,oversize_to_pattern,50,strike_perpendicular,30,80,2.5,12.5,25.7,72.9,8.57,9.064
massive,50,<0.1m,10,strike_perpendicular,30,40,2.75,18.75,85.5,97.6,19.52,7.696
blocky_jointed,90,oversize_to_pattern,50,dip_into_face,40,90,2.94,23.5,46.9,188.5,15.63,13.148
blocky_jointed,30,<0.1m,10,dip_out_of_face,20,30,2.92,23.0,49.1,230.9,16.37,5.962
massive,50,oversize_to_pattern,50,dip_out_of_face,20,70,2.72,18.0,77.1,37.1,7.42,8.725
massive,50,<0.1m,10,dip_out_of_face,20,30,2.61,15.25,77.4,73.2,14.64,6.593
massive,50,<0.1m,10,dip_out_of_face,20,30,2.42,10.5,46.5,33.9,15.5,6.36
massive,50,oversize_to_pattern,50,dip_into_face,40,90,3.11,27.75,62.7,23.6,4.72,10.348
massive,50,oversize_to_pattern,50,strike_perpendicular,30,80,2.21,5.25,52.4,83.2,16.64,9.113
blocky_jointed,50,<0.1m,10,dip_into_face,40,50,3.01,25.25,63.9,205.4,41.08,9.98
powdery_friable,10,<0.1m,10,dip_out_of_face,20,30,2.72,18.0,29.3,162.5,9.77,4.066
blocky_jointed,50,0.1m_to_oversize,20,strike_perpendicular,30,50,2.99,24.75,16.3,240.6,5.43,7.811
blocky_jointed,70,oversize_to_pattern,50,dip_out_of_face,20,70,3.19,29.75,28.1,177.3,9.37,10.747
powdery_friable,10,oversize_to_pattern,50,dip_into_face,40,90,2.96,24.0,17.5,107.2,5.83,7.79
massive,50,0.1m_to_oversize,20,dip_out_of_face,20,40,2.84,21.0,66.2,39.0,7.8,7.128
blocky_jointed,80,oversize_to_pattern,50,strike_perpendicular,30,80,2.77,19.25,78.6,41.9,8.38,11.258
massive,50,<0.1m,10,dip_out_of_face,20,30,2.41,10.25,79.4,224.1,44.82,8.104
blocky_jointed,40,0.1m_to_oversize,20,dip_out_of_face,20,40,3.12,28.0,64.8,84.5,16.9,7.494
massive,50,oversize_to_pattern,50,dip_into_face,40,90,2.23,5.75,84.3,92.3,18.46,9.853
powdery_friable,10,oversize_to_pattern,50,dip_out_of_face,20,70,2.95,23.75,67.0,111.6,22.32,7.564
powdery_friable,10,0.1m_to_oversize,20,dip_out_of_face,20,40,2.76,19.0,55.3,215.4,43.08,6.725
massive,50,oversize_to_pattern,50,strike_perpendicular,30,80,2.58,14.5,69.2,201.8,40.36,11.092
massive,50,oversize_to_pattern,50,dip_out_of_face,20,70,2.7,17.5,87.9,32.4,6.48,8.639
blocky_jointed,30,<0.1m,10,dip_out_of_face,20,30,2.54,13.5,71.5,239.6,47.92,7.285
blocky_jointed,40,0.1m_to_oversize,20,dip_out_of_face,20,40,2.83,20.75,72.7,123.6,24.72,7.528
powdery_friable,10,0.1m_to_oversize,20,dip_into_face,40,60,3.14,28.5,44.5,176.3,14.83,6.8
massive,50,0.1m_to_oversize,20,dip_out_of_face,20,40,2.97,24.25,33.6,76.7,11.2,7.527
powdery_friable,10,<0.1m,10,strike_perpendicular,30,40,2.35,8.75,66.9,165.8,33.16,5.515
massive,50,0.1m_to_oversize,20,strike_perpendicular,30,50,2.56,14.0,17.3,236.9,5.77,7.186
blocky_jointed,50,0.1m_to_oversize,20,strike_perpendicular,30,50,2.3,7.5,17.0,119.1,5.67,6.79
massive,50,oversize_to_pattern,50,dip_into_face,40,90,2.61,15.25,12.1,101.4,4.03,9.557
powdery_friable,10,oversize_to_pattern,50,dip_into_face,40,90,2.98,24.5,79.1,22.8,4.56,7.744
blocky_jointed,40,0.1m_to_oversize,20,dip_out_of_face,20,40,2.92,23.0,54.8,248.3,49.66,9.16
powdery_friable,10,oversize_to_pattern,50,dip_into_face,40,90,2.37,9.25,40.5,51.9,13.5,7.365
blocky_jointed,50,0.1m_to_oversize,20,strike_perpendicular,30,50,2.35,8.75,23.4,83.5,7.8,6.993
blocky_jointed,40,0.1m_to_oversize,20,dip_out_of_face,20,40,2.56,14.0,85.5,185.8,37.16,7.87
blocky_jointed,90,oversize_to_pattern,50,dip_into_face,40,90,2.4,10.0,18.6,90.1,6.2,11.772
blocky_jointed,60,0.1m_to_oversize,20,dip_into_face,40,60,2.58,14.5,79.0,121.3,24.26,9.526
blocky_jointed,90,oversize_to_pattern,50,dip_into_face,40,90,2.34,8.5,35.7,237.9,11.9,12.024
powdery_friable,10,0.1m_to_oversize,20,strike_perpendicular,30,50,2.38,9.5,41.9,93.4,13.97,5.008
massive,50,oversize_to_pattern,50,dip_into_face,40,90,2.69,17.25,56.1,75.8,15.16,10.345
blocky_jointed,50,0.1m_to_oversize,20,strike_perpendicular,30,50,2.57,14.25,84.6,66.0,13.2,7.647
massive,50,<0.1m,10,dip_into_face,40,50,2.97,24.25,12.2,187.3,4.07,7.699
massive,50,<0.1m,10,strike_perpendicular,30,40,3.0,25.0,76.5,35.9,7.18,7.331
blocky_jointed,80,oversize_to_pattern,50,strike_perpendicular,30,80,2.34,8.5,34.2,78.1,11.4,10.794
powdery_friable,10,oversize_to_pattern,50,strike_perpendicular,30,80,2.99,24.75,15.9,247.9,5.3,7.203
blocky_jointed,80,oversize_to_pattern,50,strike_perpendicular,30,80,2.73,18.25,83.9,220.0,44.0,13.335
blocky_jointed,70,oversize_to_pattern,50,dip_out_of_face,20,70,2.99,24.75,38.8,226.0,12.93,10.661
massive,50,oversize_to_pattern,50,dip_into_face,40,90,3.11,27.75,18.7,77.1,6.23,10.439
massive,50,0.1m_to_oversize,20,dip_out_of_face,20,40,2.85,21.25,13.5,246.2,4.5,6.945
massive,50,oversize_to_pattern,50,strike_perpendicular,30,80,3.17,29.25,36.5,203.1,12.17,10.285
powdery_friable,10,<0.1m,10,dip_out_of_face,20,30,2.46,11.5,50.9,139.3,27.86,4.762
massive,50,oversize_to_pattern,50,dip_into_face,40,90,2.42,10.5,39.9,126.5,13.3,9.828
massive,50,oversize_to_pattern,50,dip_into_face,40,90,2.7,17.5,37.6,25.6,12.53,10.202
powdery_friable,10,0.1m_to_oversize,20,strike_perpendicular,30,50,3.12,28.0,16.9,211.2,5.63,5.618
massive,50,<0.1m,10,strike_perpendicular,30,40,2.51,12.75,46.4,67.6,15.47,7.093
blocky_jointed,50,0.1m_to_oversize,20,strike_perpendicular,30,50,2.3,7.5,67.8,124.1,24.82,7.939
powdery_friable,10,0.1m_to_oversize,20,dip_out_of_face,20,40,3.01,25.25,19.2,215.3,6.4,4.899
massive,50,<0.1m,10,dip_into_face,40,50,3.0,25.0,84.4,190.3,38.06,9.784
massive,50,<0.1m,10,dip_into_face,40,50,2.36,9.0,54.8,240.4,48.08,9.425
powdery_friable,10,0.1m_to_oversize,20,dip_into_face,40,60,2.38,9.5,61.2,119.4,23.88,6.203
powdery_friable,10,oversize_to_pattern,50,dip_into_face,40,90,3.08,27.0,46.0,118.8,15.33,8.54
powdery_friable,10,oversize_to_pattern,50,dip_out_of_face,20,70,2.41,10.25,70.2,206.0,41.2,7.887
powdery_friable,10,oversize_to_pattern,50,dip_out_of_face,20,70,3.0,25.0,53.0,104.1,20.82,7.549
powdery_friable,10,0.1m_to_oversize,20,dip_out_of_face,20,40,2.46,11.5,79.0,141.4,28.28,5.387
massive,50,0.1m_to_oversize,20,dip_into_face,40,60,2.59,14.75,41.4,46.3,13.8,8.313
blocky_jointed,60,0.1m_to_oversize,20,dip_into_face,40,60,2.37,9.25,63.9,204.1,40.82,10.204
massive,50,oversize_to_pattern,50,dip_out_of_face,20,70,2.87,21.75,35.1,74.9,11.7,9.207
powdery_friable,10,<0.1m,10,strike_perpendicular,30,40,2.89,22.25,50.9,116.2,23.24,5.729
powdery_friable,10,oversize_to_pattern,50,strike_perpendicular,30,80,2.62,15.5,48.9,143.6,16.3,7.308
massive,50,<0.1m,10,dip_into_face,40,50,2.37,9.25,33.1,63.0,11.03,7.217
blocky_jointed,70,oversize_to_pattern,50,dip_out_of_face,20,70,3.07,26.75,86.1,131.5,26.3,11.583
powdery_friable,10,0.1m_to_oversize,20,dip_into_face,40,60,2.71,17.75,49.6,177.5,16.53,6.257
blocky_jointed,80,oversize_to_pattern,50,strike_perpendicular,30,80,2.69,17.25,16.6,27.1,5.53,10.967
powdery_friable,10,0.1m_to_oversize,20,dip_out_of_face,20,40,2.47,11.75,53.0,58.7,11.74,4.409
blocky_jointed,90,oversize_to_pattern,50,dip_into_face,40,90,2.97,24.25,49.6,137.5,16.53,13.247
massive,50,<0.1m,10,strike_perpendicular,30,40,2.98,24.5,75.9,104.4,20.88,8.123
powdery_friable,10,oversize_to_pattern,50,strike_perpendicular,30,80,2.75,18.75,89.2,43.6,8.72,7.048
massive,50,<0.1m,10,strike_perpendicular,30,40,3.07,26.75,12.6,80.4,4.2,7.257
powdery_friable,10,0.1m_to_oversize,20,dip_out_of_face,20,40,2.98,24.5,29.0,206.5,9.67,5.05
massive,50,oversize_to_pattern,50,strike_perpendicular,30,80,3.06,26.5,58.8,118.5,23.7,10.812
massive,50,<0.1m,10,dip_out_of_face,20,30,3.01,25.25,74.4,151.1,30.22,8.128
massive,50,0.1m_to_oversize,20,dip_into_face,40,60,2.74,18.5,35.9,181.9,11.97,8.428
blocky_jointed,80,oversize_to_pattern,50,strike_perpendicular,30,80,3.15,28.75,51.2,227.0,45.4,14.049
powdery_friable,10,<0.1m,10,strike_perpendicular,30,40,3.12,28.0,89.4,219.4,43.88,7.313
powdery_friable,10,oversize_to_pattern,50,dip_out_of_face,20,70,2.45,11.25,66.9,210.6,42.12,8.002
